antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"frozenset({'soda', 'sausage', 'whole milk'})",frozenset({'rolls/buns'}),0.04002052334530529,0.3496664956387891,0.02103642893791688,0.5256410256410255,1.5032639163233439,1.0,0.007042592786133631,1.370973333518228,0.3487374692025915,0.05706332637439109,0.27059121023618055,0.2929012171491995
"frozenset({'yogurt', 'bottled water', 'other vegetables'})",frozenset({'whole milk'}),0.0323242688558235,0.4581836839404823,0.022062596203181118,0.6825396825396826,1.489663876002062,1.0,0.007252143618137308,1.706721395587481,0.33968778514883224,0.04709748083242059,0.41408128908128905,0.36534598908619065
"frozenset({'other vegetables', 'sausage', 'whole milk'})",frozenset({'rolls/buns'}),0.050282195997947664,0.3496664956387891,0.02616726526423807,0.5204081632653061,1.488298620989115,1.0,0.008585265996612964,1.3560145410084823,0.34546244213514693,0.07000686341798217,0.2625447812261,0.29762154311467803
"frozenset({'root vegetables', 'newspapers'})",frozenset({'rolls/buns'}),0.03873781426372499,0.3496664956387891,0.020010261672652643,0.5165562913907285,1.4772827761122962,1.0,0.006464945910349627,1.3452103994320936,0.3361013597202549,0.05431754874651811,0.25662186344814975,0.2868914985933833
"frozenset({'soda', 'bottled water', 'whole milk'})",frozenset({'other vegetables'}),0.04002052334530529,0.3766033863519754,0.022062596203181118,0.5512820512820512,1.4638265912107873,1.0,0.006990731587760861,1.389283881844169,0.3300684871912793,0.05591677503250975,0.2802047061306319,0.3049325787745406
frozenset({'cat food'}),frozenset({'other vegetables'}),0.04386865059004618,0.3766033863519754,0.024114930733709596,0.5497076023391813,1.4596459359115317,1.0,0.0075938483668066235,1.3844262458936651,0.32935051293322454,0.060841423948220064,0.2776791086082833,0.3068701499434326
"frozenset({'yogurt', 'bottled water', 'whole milk'})",frozenset({'other vegetables'}),0.04027706516162134,0.3766033863519754,0.022062596203181118,0.5477707006369427,1.454502854961037,1.0,0.0068941170709953484,1.3784967372216883,0.32559382828866806,0.05588044184535413,0.2745720950958035,0.30317690345198633
"frozenset({'yogurt', 'sausage', 'whole milk'})",frozenset({'rolls/buns'}),0.044894817855310416,0.3496664956387891,0.022832221652129298,0.5085714285714286,1.4544471229430878,1.0,0.007134008020321169,1.3233530612001383,0.3271404298213053,0.061421670117322295,0.2443437588052973,0.2869342836180694
"frozenset({'UHT-milk', 'whole milk'})",frozenset({'other vegetables'}),0.040533606977937404,0.3766033863519754,0.022062596203181118,0.5443037974683544,1.445297140689132,1.0,0.006797502554229833,1.3680092355053874,0.32111677652033327,0.05584415584415584,0.26901078293483355,0.3014434518676922
"frozenset({'shopping bags', 'bottled beer'})",frozenset({'whole milk'}),0.030271934325295024,0.4581836839404823,0.020010261672652643,0.6610169491525424,1.4426898475904872,1.0,0.006140155283484631,1.5983581323755773,0.31642924976258313,0.04271631982475356,0.3743579866461222,0.35234498073528575
"frozenset({'citrus fruit', 'sausage'})",frozenset({'other vegetables'}),0.039250897896357106,0.3766033863519754,0.02129297075423294,0.542483660130719,1.4404641057149474,1.0,0.006510949689109228,1.362566884116397,0.3182717518940917,0.053966189856957086,0.2660910729175073,0.2995115848337519
"frozenset({'yogurt', 'rolls/buns', 'other vegetables'})",frozenset({'whole milk'}),0.05233453052847614,0.4581836839404823,0.03437660338635198,0.6568627450980392,1.4336231693125179,1.0,0.010397775391519141,1.579007549659166,0.31917025592125997,0.07219827586206898,0.3666908051099227,0.36594537030937796
"frozenset({'shopping bags', 'canned beer'})",frozenset({'whole milk'}),0.0336069779374038,0.4581836839404823,0.022062596203181118,0.6564885496183206,1.4328064761546548,1.0,0.006664427245714935,1.5772874978621516,0.31257369691507025,0.04696886947023484,0.3660001734906314,0.35232042262550967
"frozenset({'sausage', 'rolls/buns', 'whole milk'})",frozenset({'other vegetables'}),0.04874294510005131,0.3766033863519754,0.02616726526423807,0.5368421052631579,1.4254840097519001,1.0,0.007810507078790323,1.3459699612855078,0.3137783700319394,0.06555269922879177,0.25704136885423434,0.30316219704574787
"frozenset({'yogurt', 'frankfurter'})",frozenset({'other vegetables'}),0.04207285787583376,0.3766033863519754,0.022575679835813236,0.5365853658536586,1.4248022861700007,1.0,0.006730899086268866,1.345224271556264,0.3112431221697424,0.056994818652849735,0.25662952925825555,0.298265434970426
"frozenset({'yogurt', 'soda', 'other vegetables'})",frozenset({'whole milk'}),0.043099025141098,0.4581836839404823,0.027963057978450487,0.6488095238095237,1.416046765850797,1.0,0.008215787865058739,1.5427990016609994,0.3070418378139065,0.05907859078590785,0.35182742604617584,0.3549198794859489
"frozenset({'yogurt', 'tropical fruit', 'other vegetables'})",frozenset({'whole milk'}),0.032837352488455616,0.4581836839404823,0.02129297075423294,0.6484375000000001,1.4152348124300114,1.0,0.006247431620220182,1.541166410124851,0.30336518487744085,0.04533042053522665,0.35114080255681834,0.34745503219484886
"frozenset({'bottled water', 'pip fruit'})",frozenset({'other vegetables'}),0.040533606977937404,0.3766033863519754,0.021549512570549,0.5316455696202532,1.4116855792777567,1.0,0.006284418921597715,1.331036012924161,0.303947033358798,0.054474708171206226,0.24870552690524567,0.29443313903355983
"frozenset({'pastry', 'rolls/buns', 'other vegetables'})",frozenset({'whole milk'}),0.0323242688558235,0.4581836839404823,0.02077988712160082,0.6428571428571428,1.4030555111182208,1.0,0.00596943453655701,1.5170856849666494,0.29686579474490393,0.04423812124522119,0.34084145021645007,0.3441049432090865
"frozenset({'shopping bags', 'rolls/buns', 'other vegetables'})",frozenset({'whole milk'}),0.032837352488455616,0.4581836839404823,0.02103642893791688,0.640625,1.398183790593505,1.0,0.00599088980390412,1.5076627925134407,0.29445558646567893,0.04475982532751092,0.336721709280303,0.34326882698768196
"frozenset({'yogurt', 'sausage', 'rolls/buns'})",frozenset({'whole milk'}),0.035659312467932275,0.4581836839404823,0.022832221652129298,0.6402877697841727,1.3974477752624328,1.0,0.006493706498787315,1.5062493586454595,0.2949266330096158,0.04847494553376906,0.3360993023762808,0.3450598983299363
"frozenset({'frozen vegetables', 'rolls/buns'})",frozenset({'other vegetables'}),0.04104669061056952,0.3766033863519754,0.021549512570549,0.525,1.3940395095367848,1.0,0.0060911898880666865,1.3124139234695258,0.29475910214272977,0.054404145077720206,0.23804526748971194,0.29111035422343323
"frozenset({'yogurt', 'curd'})",frozenset({'other vegetables'}),0.04027706516162134,0.3766033863519754,0.02103642893791688,0.5222929936305732,1.386851559381454,1.0,0.005867949805731109,1.3049769112365317,0.2906487765759775,0.05314322747893713,0.23370291735472198,0.2890756521286381
"frozenset({'yogurt', 'rolls/buns', 'whole milk'})",frozenset({'other vegetables'}),0.0659312467932273,0.3766033863519754,0.03437660338635198,0.5214007782101167,1.3844824478631026,1.0,0.009546672577614757,1.3025441439637586,0.2973104813750527,0.08422375864236328,0.2322717010135945,0.30634071608053515
"frozenset({'sausage', 'bottled water'})",frozenset({'other vegetables'}),0.04925602873268343,0.3766033863519754,0.025654181631605953,0.5208333333333334,1.3829757039055406,1.0,0.007104194412627177,1.3010016284828343,0.2912682137075014,0.0641025641025641,0.23136145404663927,0.2944766121707539
"frozenset({'yogurt', 'curd'})",frozenset({'whole milk'}),0.04027706516162134,0.4581836839404823,0.02539763981528989,0.6305732484076433,1.3762455331987646,1.0,0.006943345721227366,1.466640717609384,0.2848587451634764,0.05368763557483731,0.3181697548735764,0.3430021897133401
"frozenset({'sausage', 'pip fruit'})",frozenset({'other vegetables'}),0.04207285787583376,0.3766033863519754,0.02180605438686506,0.5182926829268293,1.3762294809596598,1.0,0.005961273637320689,1.2941398055477982,0.2853839125366269,0.054945054945054944,0.22728595804476562,0.28809729514188875
"frozenset({'bottled water', 'rolls/buns', 'other vegetables'})",frozenset({'whole milk'}),0.03668547973319651,0.4581836839404823,0.023088763468445357,0.6293706293706294,1.373620780115741,1.0,0.006280075217165476,1.4618817584247366,0.2823553780144991,0.04893964110929853,0.3159501483365119,0.33988128333033146
"frozenset({'bottled beer', 'sausage'})",frozenset({'other vegetables'}),0.039763981528989224,0.3766033863519754,0.02052334530528476,0.5161290322580645,1.3704843104509097,1.0,0.00554809520663002,1.288353001539251,0.28152551429334755,0.05184705119896305,0.22381521306252483,0.285312472532302
"frozenset({'pastry', 'rolls/buns', 'whole milk'})",frozenset({'other vegetables'}),0.04027706516162134,0.3766033863519754,0.02077988712160082,0.5159235668789809,1.3699387354865582,1.0,0.0056114079894150504,1.287806162404472,0.2813732381584115,0.052461139896373056,0.22348562291945162,0.28555033929780105
"frozenset({'coffee', 'rolls/buns'})",frozenset({'other vegetables'}),0.04284248332478194,0.3766033863519754,0.022062596203181118,0.5149700598802395,1.3674068756220528,1.0,0.005927971903340202,1.2852744997434582,0.2807153141809976,0.055519690122659775,0.2219560878243512,0.28677658307363474
"frozenset({'soda', 'butter'})",frozenset({'other vegetables'}),0.0443817342226783,0.3766033863519754,0.022832221652129298,0.5144508670520231,1.3660282559732877,1.0,0.006117910251695294,1.2839001685846223,0.28039514365432466,0.05734536082474227,0.2211232427032042,0.2875387850246492
"frozenset({'brown bread', 'rolls/buns'})",frozenset({'other vegetables'}),0.05336069779374038,0.3766033863519754,0.02744997434581837,0.514423076923077,1.365954464472857,1.0,0.007354154858591363,1.283826689492962,0.2830129422789556,0.06819630337794774,0.22107866413421975,0.2936556801509118
"frozenset({'sausage', 'rolls/buns', 'other vegetables'})",frozenset({'whole milk'}),0.0418163160595177,0.4581836839404823,0.02616726526423807,0.6257668711656441,1.3657554668553644,1.0,0.007007711523268699,1.4478042543885472,0.279491823503163,0.055224688684353006,0.3092988938464397,0.3414388667138411
"frozenset({'yogurt', 'sausage', 'whole milk'})",frozenset({'other vegetables'}),0.044894817855310416,0.3766033863519754,0.023088763468445357,0.5142857142857142,1.3655897236278707,1.0,0.006181223034480324,1.2834636163341684,0.2802996388814277,0.05795235028976175,0.2208583186360963,0.2877968080965356
"frozenset({'yogurt', 'soda', 'whole milk'})",frozenset({'other vegetables'}),0.05438686505900462,0.3766033863519754,0.027963057978450487,0.5141509433962264,1.36523186468562,1.0,0.007480780424161421,1.2831075931396234,0.28291029285120484,0.06938255887969445,0.22064213060020177,0.2942008122975682
"frozenset({'shopping bags', 'yogurt'})",frozenset({'other vegetables'}),0.05489994869163674,0.3766033863519754,0.028219599794766546,0.514018691588785,1.3648806946955612,1.0,0.007544093206946451,1.2827584165449737,0.28286447537261866,0.06997455470737914,0.2204299834621744,0.2944752858488884
"frozenset({'yogurt', 'chocolate'})",frozenset({'whole milk'}),0.032067727039507436,0.4581836839404823,0.020010261672652643,0.6240000000000001,1.3618992161254202,1.0,0.005317352362093309,1.4410008405838242,0.2745349888207032,0.0425531914893617,0.30603787878787897,0.3338365061590146
"frozenset({'bottled water', 'rolls/buns', 'whole milk'})",frozenset({'other vegetables'}),0.04515135967162647,0.3766033863519754,0.023088763468445357,0.5113636363636365,1.3578306911072582,1.0,0.006084608517714814,1.2757884186285158,0.2759925965729298,0.05791505791505792,0.21617096894874685,0.2863357691354967
"frozenset({'yogurt', 'sausage', 'other vegetables'})",frozenset({'whole milk'}),0.03719856336582863,0.4581836839404823,0.023088763468445357,0.6206896551724138,1.354674286596903,1.0,0.0060449886681965305,1.4284248332478195,0.27193060366521604,0.048886474741988054,0.2999281609195402,0.3355407962312237
"frozenset({'chocolate', 'other vegetables'})",frozenset({'whole milk'}),0.038481272447408926,0.4581836839404823,0.023858388917393534,0.62,1.3531690929451288,1.0,0.006226897744722331,1.4258324106829414,0.2714393913312906,0.05046120455778622,0.29865530303030297,0.33603583426651734
"frozenset({'shopping bags', 'rolls/buns', 'whole milk'})",frozenset({'other vegetables'}),0.041303232426885585,0.3766033863519754,0.02103642893791688,0.5093167701863354,1.3523956200179394,1.0,0.005481491738669049,1.2704665164219235,0.2717975159414424,0.05300581771170005,0.21288755974746304,0.2825875404065192
"frozenset({'sausage', 'rolls/buns'})",frozenset({'other vegetables'}),0.0823499230374551,0.3766033863519754,0.0418163160595177,0.5077881619937695,1.3483366862750092,1.0,0.01080305617778756,1.2665209682342782,0.2815294030882376,0.1002460024600246,0.210435496070664,0.30941179216854686
"frozenset({'root vegetables', 'shopping bags'})",frozenset({'whole milk'}),0.04746023601847101,0.4581836839404823,0.029245767060030785,0.6162162162162161,1.3449108683151234,1.0,0.007500261280402969,1.4117749080424051,0.2692342221025227,0.06138933764135703,0.29167178542178523,0.34002300172512934
"frozenset({'root vegetables', 'yogurt', 'whole milk'})",frozenset({'other vegetables'}),0.03950743971267317,0.3766033863519754,0.020010261672652643,0.5064935064935064,1.3448989702395695,1.0,0.005131626090763414,1.2631984013394182,0.2669981371904448,0.050518134715025906,0.20835871946983048,0.2798135107399412
"frozenset({'hamburger meat', 'other vegetables'})",frozenset({'whole milk'}),0.03540277065161621,0.4581836839404823,0.02180605438686506,0.6159420289855073,1.3443124462404856,1.0,0.005585082508007554,1.410767011626669,0.26552565707133924,0.046220772158781946,0.2911657334211683,0.3317672071019362
"frozenset({'yogurt', 'brown bread'})",frozenset({'whole milk'}),0.04207285787583376,0.4581836839404823,0.025910723447922012,0.6158536585365855,1.3441195750143393,1.0,0.0066336264324681656,1.410442473551761,0.2672630948151056,0.05462412114656571,0.29100263303769414,0.3362023051921449
"frozenset({'brown bread', 'bottled water'})",frozenset({'whole milk'}),0.03796818881477681,0.4581836839404823,0.023345305284761416,0.6148648648648649,1.3419615023758362,1.0,0.005948900661059162,1.4068213118738357,0.2648791208791208,0.049376017362995114,0.289177671990172,0.3329083562846161
"frozenset({'yogurt', 'beef'})",frozenset({'whole milk'}),0.038481272447408926,0.4581836839404823,0.023601847101077475,0.6133333333333333,1.3386188876446434,1.0,0.005970355928406272,1.4012490932573733,0.2630852396640527,0.049891540130151846,0.28635101010101,0.33242254572601715
"frozenset({'curd', 'soda'})",frozenset({'whole milk'}),0.043099025141098,0.4581836839404823,0.02642380708055413,0.613095238095238,1.3380992374553402,1.0,0.006676536967162382,1.400386786123061,0.2640516411150732,0.055645596974608316,0.2859115710678209,0.3353830053858049
"frozenset({'fruit/vegetable juice', 'yogurt'})",frozenset({'other vegetables'}),0.04079014879425346,0.3766033863519754,0.02052334530528476,0.5031446540880503,1.3360067177351636,1.0,0.005161637139567963,1.2546843236713408,0.26219577427119556,0.051712992889463474,0.2029867743354815,0.2788202834472949
"frozenset({'yogurt', 'tropical fruit', 'whole milk'})",frozenset({'other vegetables'}),0.04232939969214982,0.3766033863519754,0.02129297075423294,0.503030303030303,1.3357030798447693,1.0,0.005351575487923053,1.2543956250234642,0.26243952504365164,0.053548387096774196,0.20280334206260134,0.2797849062835439
"frozenset({'bottled water', 'whole milk'})",frozenset({'other vegetables'}),0.11236531554643407,0.3766033863519754,0.056182657773217036,0.5,1.3276566757493187,1.0,0.013865499429921699,1.2467932272960494,0.2780346820809248,0.12981624184943685,0.19794238683127569,0.32459128065395093
"frozenset({'frozen vegetables', 'rolls/buns'})",frozenset({'whole milk'}),0.04104669061056952,0.4581836839404823,0.024884556182657773,0.60625,1.3231592945128778,1.0,0.006077632265141825,1.3760414376114736,0.25468716387284673,0.05246078961600865,0.27327769886363623,0.3302806550951847
"frozenset({'yogurt', 'bottled water'})",frozenset({'whole milk'}),0.06644433042585941,0.4581836839404823,0.04027706516162134,0.6061776061776062,1.3230012927661303,1.0,0.0098333570701424,1.3757884888177951,0.26151931569357434,0.08315677966101694,0.2731440856440856,0.34704177061399905
"frozenset({'bottled beer', 'rolls/buns'})",frozenset({'whole milk'}),0.06310928681375064,0.4581836839404823,0.03822473063109287,0.6056910569105692,1.3219393840075022,1.0,0.009309085107912101,1.3740908634086744,0.25994031035674126,0.07912904938927244,0.2722460889381623,0.34455885432314576
"frozenset({'soda', 'rolls/buns', 'other vegetables'})",frozenset({'whole milk'}),0.052591072344792204,0.4581836839404823,0.03181118522319138,0.6048780487804878,1.3201649687269548,1.0,0.007714813953874071,1.3712635159531004,0.25598123738895734,0.0664167113015533,0.27074556541019945,0.3371534700789337
"frozenset({'root vegetables', 'beef'})",frozenset({'whole milk'}),0.03309389430477168,0.4581836839404823,0.020010261672652643,0.6046511627906976,1.3196697830672672,1.0,0.004847179264155409,1.3704765641505448,0.25052554238014574,0.04246053347849755,0.2703268146582099,0.3241620875543634
"frozenset({'curd', 'bottled water'})",frozenset({'whole milk'}),0.03309389430477168,0.4581836839404823,0.020010261672652643,0.6046511627906976,1.3196697830672672,1.0,0.004847179264155409,1.3704765641505448,0.25052554238014574,0.04246053347849755,0.2703268146582099,0.3241620875543634
"frozenset({'bottled beer', 'pastry'})",frozenset({'whole milk'}),0.0336069779374038,0.4581836839404823,0.020266803488968702,0.6030534351145038,1.3161826932118341,1.0,0.004868634531502519,1.3649603346884005,0.24858111581925652,0.04298150163220892,0.2673779782558408,0.3236431789234333
"frozenset({'shopping bags', 'yogurt'})",frozenset({'whole milk'}),0.05489994869163674,0.4581836839404823,0.03309389430477168,0.602803738317757,1.3156377222635032,1.0,0.007939633565094098,1.3641022545498447,0.2538486141622268,0.0689470871191876,0.266917126876239,0.33751609088340256
"frozenset({'chocolate', 'rolls/buns'})",frozenset({'whole milk'}),0.03745510518214469,0.4581836839404823,0.022575679835813236,0.6027397260273972,1.31549801346853,1.0,0.005414361761079931,1.36388245077051,0.2491640821864701,0.04772234273318871,0.2667989829804897,0.3260059212443817
"frozenset({'yogurt', 'pastry'})",frozenset({'whole milk'}),0.05797845048742945,0.4581836839404823,0.034889687018984095,0.6017699115044248,1.3133813634066338,1.0,0.008324906985492816,1.3605609714383446,0.25329200307574007,0.07249466950959488,0.26500905068382946,0.33895886392690444
"frozenset({'soda', 'bottled water', 'other vegetables'})",frozenset({'whole milk'}),0.03668547973319651,0.4581836839404823,0.022062596203181118,0.6013986013986014,1.3125709676661523,1.0,0.005253907951901237,1.3592935648510707,0.24720527668534967,0.04666304937601736,0.26432374443738066,0.32477544851565004
"frozenset({'beef', 'rolls/buns'})",frozenset({'whole milk'}),0.040533606977937404,0.4581836839404823,0.024371472550025655,0.6012658227848101,1.312281174252626,1.0,0.005799635181478656,1.3588409196413302,0.2480213903743316,0.051379123850730124,0.26407868239355575,0.32722865607325613
"frozenset({'beef', 'other vegetables'})",frozenset({'whole milk'}),0.05079527963057978,0.4581836839404823,0.030528476141611083,0.601010101010101,1.3117230536043525,1.0,0.007254907793685098,1.3579700073390444,0.250361117419941,0.06380697050938337,0.2636067110498928,0.33381972015790606
"frozenset({'shopping bags', 'rolls/buns'})",frozenset({'whole milk'}),0.06875320677270395,0.4581836839404823,0.041303232426885585,0.6007462686567164,1.311147231368354,1.0,0.009801634865046371,1.3570726420929977,0.25482949198364224,0.08505018489170629,0.26311977046585255,0.34544592268222163
"frozenset({'pastry', 'pip fruit'})",frozenset({'whole milk'}),0.04104669061056952,0.4581836839404823,0.024628014366341714,0.6,1.309518477043673,1.0,0.005821090448825766,1.3545407901487942,0.24647761726413414,0.05189189189189189,0.26174242424242417,0.3268756998880179
"frozenset({'yogurt', 'butter'})",frozenset({'whole milk'}),0.044894817855310416,0.4581836839404823,0.026936890713186248,0.6,1.309518477043673,1.0,0.006366817678403178,1.3545407901487942,0.24747067776882434,0.05657327586206896,0.26174242424242417,0.3293952967525196
"frozenset({'bottled water', 'other vegetables'})",frozenset({'whole milk'}),0.09389430477167779,0.4581836839404823,0.056182657773217036,0.5983606557377049,1.305940557707488,1.0,0.013161819311899303,1.3490120522298197,0.2585441908810252,0.11329539575788929,0.2587167784401391,0.36049051823839334
"frozenset({'yogurt', 'frankfurter'})",frozenset({'whole milk'}),0.04207285787583376,0.4581836839404823,0.025141097998973832,0.5975609756097561,1.304195231202032,1.0,0.005864000983519985,1.3463314520266805,0.24348786113266946,0.052915766738660906,0.2572408536585365,0.3262160981072297
"frozenset({'shopping bags', 'sausage'})",frozenset({'whole milk'}),0.03694202154951257,0.4581836839404823,0.022062596203181118,0.5972222222222222,1.3034558915018042,1.0,0.0051363646774167625,1.3451991295270784,0.24173904424427886,0.046637744034707156,0.25661563552188543,0.3226872589274605
"frozenset({'yogurt', 'other vegetables'})",frozenset({'whole milk'}),0.12031811185223192,0.4581836839404823,0.07183170856849666,0.5970149253731343,1.303003459744948,1.0,0.016703912835278036,1.3445071546662106,0.26434820647419066,0.14177215189873416,0.25623303934871083,0.37689492069328606
"frozenset({'coffee', 'yogurt'})",frozenset({'whole milk'}),0.03617239610056439,0.4581836839404823,0.021549512570549,0.5957446808510638,1.3002311119582568,1.0,0.004975910868238068,1.3402824660419648,0.23957184683828278,0.04557786218122626,0.25388862024500314,0.3213885778275476
"frozenset({'yogurt', 'frozen vegetables'})",frozenset({'whole milk'}),0.0336069779374038,0.4581836839404823,0.020010261672652643,0.5954198473282443,1.2995221527914311,1.0,0.00461209271518646,1.339206366109374,0.23850169828401846,0.042414355628058724,0.25328909322229926,0.3195464298231367
"frozenset({'yogurt', 'sausage'})",frozenset({'whole milk'}),0.07542329399692149,0.4581836839404823,0.044894817855310416,0.5952380952380953,1.2991254732576123,1.0,0.010337095156874865,1.3386050161470442,0.24903440621531645,0.09186351706036747,0.25295364357864375,0.346611208873247
"frozenset({'shopping bags', 'citrus fruit'})",frozenset({'whole milk'}),0.03540277065161621,0.4581836839404823,0.02103642893791688,0.5942028985507246,1.2968661246084683,1.0,0.004815457059059374,1.335190207432383,0.23731188375713544,0.04451682953311617,0.25104303908651726,0.32005777626304427
"frozenset({'yogurt', 'pip fruit'})",frozenset({'whole milk'}),0.056695741405849154,0.4581836839404823,0.0336069779374038,0.5927601809954751,1.2937173491155443,1.0,0.0076299142763348905,1.3304600649905935,0.24067911320006555,0.06982942430703624,0.2483802961744138,0.33305422263659534
"frozenset({'yogurt', 'rolls/buns'})",frozenset({'whole milk'}),0.11133914828116984,0.4581836839404823,0.0659312467932273,0.5921658986175116,1.2924203095246696,1.0,0.014917465666965286,1.3285213625414165,0.2546054582543291,0.13092205807437596,0.24728346250523675,0.36803143755063705
"frozenset({'sausage', 'whipped/sour cream'})",frozenset({'whole milk'}),0.038994356080041044,0.4581836839404823,0.023088763468445357,0.5921052631578948,1.2922879707667827,1.0,0.005222185746805205,1.3283238716297856,0.23535623183247317,0.048701298701298704,0.2471715510366827,0.3212486002239642
